index,month,movie_theater,popcorn,soft_drink,sweets,water
62849,12,6,1,1,1,0
62850,04,4,4,3,3,1
62851,09,5,3,1,1,2
62852,10,8,4,4,4,0
62853,03,2,3,3,2,0
62854,07,2,1,1,0,0
62855,10,4,4,4,2,0
62856,07,8,1,0,0,1
62857,11,2,3,3,1,0
62858,03,8,5,0,0,5
62859,08,7,4,4,4,0
62860,11,5,3,1,1,2
62861,05,7,5,5,4,0
62862,11,5,2,1,0,1
62863,07,7,2,0,0,2
62864,09,4,3,3,3,0
62865,08,8,2,2,1,0
62866,01,1,1,1,0,0
62867,10,9,4,4,4,0
62868,10,5,2,2,0,0
62869,08,7,5,5,5,0
62870,01,7,4,3,2,1
62871,07,4,2,0,0,2
62872,04,3,1,0,0,1
62873,12,5,3,2,1,1
62874,08,3,1,0,0,1
62875,02,8,2,0,0,2
62876,06,5,3,0,0,3
62877,09,5,2,0,0,2
62878,09,8,5,0,0,5
62879,03,6,1,1,0,0
62880,07,4,1,1,1,0
62881,01,1,1,0,0,1
62882,02,3,1,0,0,1
62883,03,8,3,0,0,3
62884,08,1,1,0,0,1
62885,06,8,3,1,1,2
62886,01,2,2,2,0,0
62887,06,6,2,1,0,1
62888,02,9,4,4,3,0
62889,02,6,2,2,0,0
62890,07,1,3,1,0,2
62891,05,9,3,0,0,3
62892,01,5,4,1,0,3
62893,09,8,2,2,0,0
62894,07,9,3,1,1,2
62895,12,2,1,1,0,0
62896,09,5,1,0,0,1
62897,03,6,1,0,0,1
62898,12,9,4,4,4,0
62899,12,1,3,2,2,1
62900,04,3,3,1,0,2
62901,01,6,1,1,0,0
62902,06,5,3,1,0,2
62903,08,7,4,4,4,0
62904,03,2,2,2,2,0
62905,02,5,1,0,0,1
62906,04,9,1,0,0,1
62907,10,9,4,4,4,0
62908,01,9,4,4,4,0
62909,03,9,4,4,4,0
62910,11,6,4,4,4,0
62911,04,7,5,5,0,0
62912,05,3,5,0,0,5
62913,07,4,2,0,0,2
62914,11,7,3,2,2,1
62915,12,7,4,4,4,0
62916,11,1,2,2,1,0
62917,07,6,1,1,0,0
62918,04,7,3,3,2,0
62919,03,6,3,3,1,0
62920,07,2,5,5,1,0
62921,11,4,4,4,4,0
62922,09,5,1,0,0,1
62923,11,9,5,5,5,0
62924,09,6,4,3,3,1
62925,03,3,2,0,0,2
62926,05,6,1,0,0,1
62927,05,1,1,0,0,1
62928,05,9,5,5,5,0
62929,12,7,4,4,4,0
62930,04,6,2,2,1,0
62931,03,4,2,0,0,2
62932,06,9,3,2,2,1
62933,10,8,1,0,0,1
62934,12,9,3,3,3,0
62935,11,7,5,5,5,0
62936,03,9,4,4,4,0
62937,02,8,2,1,0,1
62938,05,7,2,0,0,2
62939,02,1,4,0,0,4
62940,12,5,4,4,3,0
62941,01,6,2,2,1,0
62942,07,2,3,3,0,0
62943,10,5,2,1,1,1
62944,01,2,2,2,0,0
62945,11,9,1,1,1,0
62946,02,2,2,2,1,0
62947,11,4,2,2,2,0
62948,01,2,2,2,0,0
62949,09,2,1,1,0,0
62950,01,7,3,2,2,1
62951,03,2,2,2,0,0
62952,09,8,1,0,0,1
62953,09,3,3,2,2,1
62954,01,6,2,2,0,0
62955,08,3,4,4,4,0
62956,05,2,1,1,0,0
62957,02,4,3,3,3,0
62958,08,2,3,0,0,3
62959,09,8,4,1,1,3
62960,11,2,2,2,0,0
62961,01,3,1,1,1,0
62962,01,6,2,2,1,0
62963,12,2,1,1,0,0
62964,05,7,3,3,3,0
62965,11,1,1,0,0,1
62966,02,9,3,3,3,0
62967,07,1,3,0,0,3
62968,06,4,3,3,2,0
62969,11,8,4,4,3,0
62970,02,5,3,0,0,3
62971,08,7,4,2,2,2
62972,04,6,1,1,0,0
62973,03,6,5,2,1,3
62974,03,9,5,5,4,0
62975,07,8,2,0,0,2
62976,10,9,4,4,4,0
62977,07,3,1,0,0,1
62978,11,1,1,1,1,0
62979,05,3,5,2,0,3
62980,10,1,4,1,0,3
62981,07,2,1,1,0,0
62982,11,2,2,0,0,2
62983,01,2,1,1,0,0
62984,06,2,2,2,0,0
62985,08,3,1,1,0,0
62986,07,9,5,4,4,1
62987,05,7,2,2,0,0
62988,04,8,1,0,0,1
62989,01,2,2,1,0,1
62990,11,4,3,3,3,0
62991,02,9,4,3,3,1
62992,04,3,3,0,0,3
62993,12,3,2,0,0,2
62994,06,7,4,4,4,0
62995,05,2,4,4,0,0
62996,10,7,4,3,2,1
62997,10,9,4,3,3,1
62998,10,1,1,1,1,0
62999,03,9,1,1,0,0
63000,02,7,2,0,0,2
63001,07,5,1,0,0,1
63002,04,2,4,4,4,0
63003,01,1,2,0,0,2
63004,09,6,2,2,1,0
63005,06,4,3,3,3,0
63006,11,2,1,1,0,0
63007,12,2,1,1,0,0
63008,12,9,5,5,5,0
63009,08,1,4,0,0,4
63010,01,1,3,3,3,0
63011,01,8,4,4,4,0
63012,12,2,2,2,1,0
63013,12,2,2,0,0,2
63014,06,3,4,4,4,0
63015,01,4,2,2,2,0
63016,08,5,2,0,0,2
63017,02,6,1,1,0,0
63018,10,7,4,4,4,0
63019,05,4,3,1,0,2
63020,09,2,1,0,0,1
63021,05,8,3,0,0,3
63022,05,6,1,1,0,0
63023,11,9,4,4,4,0
63024,06,9,4,4,4,0
63025,04,2,2,2,1,0
63026,02,6,1,1,1,0
63027,07,4,4,4,3,0
63028,08,6,4,4,1,0
63029,05,9,3,3,3,0
63030,10,8,3,0,0,3
63031,02,6,5,0,0,5
63032,10,1,1,0,0,1
63033,12,1,3,0,0,3
63034,08,1,3,0,0,3
63035,08,1,2,0,0,2
63036,03,2,3,3,0,0
63037,06,5,2,0,0,2
63038,01,4,1,1,1,0
63039,04,9,4,3,3,1
63040,07,7,4,4,4,0
63041,06,2,2,2,0,0
63042,08,4,5,5,5,0
63043,02,9,3,3,3,0
63044,08,8,1,0,0,1
63045,06,4,1,1,1,0
63046,06,6,5,4,0,1
63047,11,6,4,4,1,0
63048,09,6,1,1,0,0
63049,09,8,2,0,0,2
63050,04,5,5,5,5,0
63051,09,6,2,2,0,0
63052,10,9,1,1,0,0
63053,01,4,5,5,5,0
63054,05,4,2,0,0,2
63055,09,2,1,1,0,0
63056,07,4,4,4,4,0
63057,01,7,5,5,4,0
63058,09,1,3,1,0,2
63059,10,2,2,2,0,0
63060,12,9,1,1,1,0
63061,01,6,2,2,0,0
63062,07,6,1,1,1,0
63063,11,7,1,1,1,0
63064,06,4,5,5,5,0
63065,02,6,1,1,0,0
63066,04,1,1,1,1,0
63067,10,9,3,3,2,0
63068,02,2,2,2,0,0
63069,10,4,5,5,5,0
63070,09,5,2,2,2,0
63071,05,2,4,4,1,0
63072,09,6,4,4,4,0
63073,01,1,2,0,0,2
63074,01,6,2,2,0,0
63075,12,3,1,0,0,1
63076,11,2,1,1,1,0
63077,03,5,2,0,0,2
63078,10,7,1,0,0,1
63079,09,4,4,4,4,0
63080,05,7,3,1,1,2
63081,06,9,4,3,3,1
63082,11,7,2,1,1,1
63083,06,6,3,3,0,0
63084,06,7,2,2,0,0
63085,08,1,1,0,0,1
63086,11,2,1,1,0,0
63087,07,7,2,0,0,2
63088,02,5,5,5,5,0
63089,05,6,1,1,0,0
63090,10,3,5,0,0,5
63091,08,6,1,1,0,0
63092,12,2,2,2,0,0
63093,03,4,5,5,5,0
63094,06,8,3,0,0,3
63095,02,5,1,0,0,1
63096,06,6,5,5,1,0
63097,03,9,3,3,3,0
63098,09,4,3,3,3,0
63099,02,9,4,4,3,0
63100,07,2,1,1,1,0
63101,11,2,1,1,0,0
63102,04,9,4,4,3,0
63103,12,5,2,0,0,2
63104,11,8,1,1,0,0
63105,08,8,1,0,0,1
63106,07,9,2,1,1,1
63107,10,2,5,5,0,0
63108,09,6,2,2,0,0
63109,04,4,4,4,4,0
63110,06,7,1,1,1,0
63111,11,9,4,4,4,0
63112,05,8,2,2,1,0
63113,06,7,4,4,3,0
63114,06,8,2,2,0,0
63115,04,9,5,4,4,1
63116,08,9,4,4,4,0
63117,04,7,4,3,3,1
63118,05,8,5,0,0,5
63119,10,4,2,2,1,0
63120,02,2,3,3,3,0
63121,05,6,2,2,2,0
63122,08,6,1,1,0,0
63123,05,7,2,2,2,0
63124,08,9,5,5,5,0
63125,11,8,4,2,1,2
63126,07,9,2,2,0,0
63127,09,1,1,0,0,1
63128,01,8,1,0,0,1
63129,11,5,2,0,0,2
63130,11,6,1,1,0,0
63131,06,2,1,1,0,0
63132,07,8,5,2,0,3
63133,04,9,5,5,5,0
63134,01,7,3,3,3,0
63135,11,7,4,4,4,0
63136,12,9,4,4,4,0
63137,10,4,3,3,1,0
63138,04,1,1,0,0,1
63139,09,1,2,0,0,2
63140,05,1,4,3,3,1
63141,09,4,2,0,0,2
63142,05,2,2,2,1,0
63143,11,6,2,2,1,0
63144,09,6,4,4,4,0
63145,02,1,5,0,0,5
63146,11,6,1,1,0,0
63147,05,5,2,0,0,2
63148,03,6,2,2,0,0
63149,05,2,1,1,0,0
63150,01,4,1,1,0,0
63151,02,6,2,2,2,0
63152,07,4,2,2,0,0
63153,05,6,1,1,0,0
63154,06,6,4,4,0,0
63155,09,3,1,0,0,1
63156,04,4,3,3,3,0
63157,11,2,2,2,0,0
63158,06,1,3,1,0,2
63159,07,5,3,0,0,3
63160,05,9,4,4,4,0
63161,12,2,1,1,0,0
63162,11,3,2,0,0,2
63163,06,5,3,1,1,2
63164,11,7,3,3,0,0
63165,02,6,1,1,0,0
63166,10,3,1,0,0,1
63167,08,9,4,4,4,0
63168,10,9,5,5,5,0
63169,05,9,4,4,4,0
63170,08,2,1,1,0,0
63171,10,2,1,1,0,0
63172,04,7,4,4,4,0
63173,06,3,4,4,4,0
63174,03,9,1,1,1,0
63175,07,1,3,0,0,3
63176,10,6,5,5,0,0
63177,07,5,1,1,0,0
63178,12,1,4,4,4,0
63179,07,1,1,0,0,1
63180,01,5,3,0,0,3
63181,02,4,4,4,4,0
63182,05,5,2,2,1,0
63183,06,6,1,1,0,0
63184,05,6,1,1,0,0
63185,10,1,1,1,0,0
63186,07,8,3,0,0,3
63187,02,9,5,5,5,0
63188,12,5,2,0,0,2
63189,10,6,3,3,0,0
63190,01,4,4,3,3,1
63191,10,8,2,1,0,1
63192,05,8,1,0,0,1
63193,10,1,1,1,0,0
63194,10,6,1,1,0,0
63195,12,2,1,1,1,0
63196,09,4,4,4,4,0
63197,05,8,4,3,3,1
63198,05,3,2,0,0,2
63199,02,6,1,0,0,1
63200,07,4,4,4,4,0
63201,05,9,2,2,2,0
63202,05,7,1,1,0,0
63203,11,4,4,4,4,0
63204,05,2,1,0,0,1
63205,11,6,2,2,0,0
63206,09,4,5,5,5,0
63207,07,5,1,0,0,1
63208,11,6,1,1,1,0
63209,06,7,4,4,4,0
63210,07,5,4,1,1,3
63211,12,2,2,1,1,1
63212,05,2,1,1,0,0
63213,11,6,1,1,0,0
63214,07,8,3,0,0,3
63215,09,6,1,1,0,0
63216,12,8,3,1,0,2
63217,09,6,3,3,1,0
63218,03,8,2,0,0,2
63219,04,4,4,4,4,0
63220,05,7,4,4,4,0
63221,09,8,1,0,0,1
63222,06,7,2,2,2,0
63223,04,9,4,4,4,0
63224,01,4,5,4,4,1
63225,04,2,1,1,1,0
63226,10,4,4,0,0,4
63227,09,5,1,0,0,1
63228,04,4,1,1,0,0
63229,11,1,4,1,0,3
63230,05,1,5,4,4,1
63231,02,6,1,0,0,1
63232,12,9,1,1,0,0
63233,12,3,3,0,0,3
63234,12,3,2,2,1,0
63235,03,4,3,3,3,0
63236,02,6,1,1,0,0
63237,10,6,3,2,0,1
63238,07,7,4,4,4,0
63239,09,7,3,3,3,0
63240,04,5,2,0,0,2
63241,09,2,2,2,0,0
63242,08,8,4,4,3,0
63243,09,1,4,3,1,1
63244,07,6,1,0,0,1
63245,01,9,4,4,4,0
63246,07,1,2,0,0,2
63247,10,7,3,2,2,1
63248,08,2,4,4,1,0
63249,12,7,4,4,4,0
63250,04,4,4,4,4,0
63251,11,4,3,3,3,0
63252,05,1,2,1,0,1
63253,09,6,2,2,0,0
63254,08,7,2,2,2,0
63255,04,1,1,0,0,1
63256,01,5,1,0,0,1
63257,05,4,5,5,5,0
63258,05,8,1,0,0,1
63259,02,9,4,4,4,0
63260,07,6,1,1,1,0
63261,03,9,3,3,3,0
63262,04,4,5,5,5,0
63263,03,3,4,0,0,4
63264,09,2,2,2,0,0
63265,09,3,1,0,0,1
63266,08,4,3,3,3,0
63267,01,3,1,0,0,1
63268,03,4,4,4,4,0
63269,08,3,5,5,1,0
63270,10,7,5,4,4,1
63271,03,2,3,1,1,2
63272,10,9,4,4,4,0
63273,06,9,4,4,4,0
63274,10,6,3,3,3,0
63275,11,3,3,0,0,3
63276,10,7,3,3,3,0
63277,07,1,1,1,0,0
63278,04,5,2,0,0,2
63279,07,8,1,0,0,1
63280,05,2,1,1,0,0
63281,09,6,1,1,0,0
63282,05,2,2,2,0,0
63283,11,3,1,0,0,1
63284,09,9,4,3,3,1
63285,08,6,1,1,0,0
63286,10,4,2,2,0,0
63287,05,4,3,1,0,2
63288,12,8,2,0,0,2
63289,12,4,5,5,5,0
63290,04,6,2,0,0,2
63291,07,4,4,4,4,0
63292,06,1,5,5,5,0
63293,06,2,1,1,0,0
63294,02,9,4,4,4,0
63295,01,1,1,0,0,1
63296,08,9,5,5,5,0
63297,12,2,1,1,0,0
63298,06,7,4,4,4,0
63299,07,6,1,1,0,0
63300,12,8,1,0,0,1
63301,11,9,4,4,2,0
63302,05,9,4,4,4,0
63303,09,4,5,5,5,0
63304,04,6,1,1,0,0
63305,04,4,5,4,4,1
63306,06,4,2,2,2,0
63307,06,5,1,0,0,1
63308,01,2,1,1,0,0
63309,08,9,2,2,2,0
63310,05,9,4,4,3,0
63311,06,6,1,1,1,0
63312,12,3,2,0,0,2
63313,04,2,1,1,1,0
63314,03,5,1,0,0,1
63315,05,1,2,0,0,2
63316,08,2,1,1,0,0
63317,03,2,2,2,0,0
63318,05,3,5,5,4,0
63319,05,5,3,3,3,0
63320,04,2,2,2,0,0
63321,10,2,1,1,1,0
63322,02,3,3,0,0,3
63323,06,4,3,3,3,0
63324,09,1,5,0,0,5
63325,10,2,1,1,1,0
63326,12,9,4,4,4,0
63327,04,3,3,1,1,2
63328,02,6,4,4,0,0
63329,11,4,4,4,3,0
63330,09,8,1,1,0,0
63331,10,8,1,1,0,0
63332,07,7,2,2,2,0
63333,07,9,4,4,4,0
63334,12,6,2,2,1,0
63335,07,3,1,0,0,1
63336,08,6,2,2,1,0
63337,04,7,3,3,3,0
63338,02,5,1,0,0,1
63339,03,7,4,4,4,0
63340,03,5,2,0,0,2
63341,10,8,1,1,0,0
63342,07,7,2,2,1,0
63343,03,6,2,2,0,0
63344,05,8,1,0,0,1
63345,12,7,3,1,0,2
63346,08,2,1,1,0,0
63347,02,6,1,1,0,0
63348,09,1,4,3,3,1
63349,06,3,3,0,0,3
63350,02,4,4,4,4,0
63351,01,4,5,5,5,0
63352,03,2,1,1,0,0
63353,11,7,4,4,4,0
63354,02,2,3,2,0,1
63355,06,5,1,0,0,1
63356,11,8,4,2,1,2
63357,12,2,2,2,2,0
63358,04,2,2,2,0,0
63359,08,6,5,5,1,0
63360,01,9,2,2,0,0
63361,08,3,1,0,0,1
63362,09,9,5,5,5,0
63363,12,8,4,3,3,1
63364,08,2,3,3,2,0
63365,11,1,3,0,0,3
63366,01,2,2,2,0,0
63367,07,7,3,3,3,0
63368,03,2,4,4,2,0
63369,08,6,2,2,1,0
63370,05,2,2,1,0,1
63371,06,5,3,0,0,3
63372,08,9,3,3,3,0
63373,09,1,2,1,1,1
63374,05,9,3,1,1,2
63375,03,7,5,5,5,0
63376,04,2,1,1,0,0
63377,08,6,4,4,1,0
63378,04,5,3,0,0,3
63379,12,5,4,3,3,1
63380,08,6,1,1,0,0
63381,06,7,3,3,3,0
63382,02,2,1,1,0,0
63383,04,7,4,3,3,1
63384,11,8,2,0,0,2
63385,05,3,2,0,0,2
63386,12,6,2,2,0,0
63387,06,5,2,1,0,1
63388,09,4,5,5,4,0
63389,03,3,3,1,1,2
63390,02,4,4,4,4,0
63391,01,9,4,3,3,1
63392,11,3,1,0,0,1
63393,05,6,1,1,1,0
63394,12,6,2,0,0,2
63395,02,8,3,0,0,3
63396,04,4,4,4,4,0
63397,09,5,3,3,0,0
63398,09,6,1,1,0,0
63399,01,7,3,3,2,0
63400,07,7,3,3,3,0
63401,04,7,3,0,0,3
63402,04,9,3,1,1,2
63403,04,6,3,0,0,3
63404,01,2,2,2,0,0
63405,10,9,1,0,0,1
63406,03,7,4,4,3,0
63407,06,2,2,2,1,0
63408,07,6,5,5,0,0
63409,04,7,4,4,4,0
63410,09,2,1,0,0,1
63411,04,1,3,1,1,2
63412,11,8,2,0,0,2
63413,06,1,2,0,0,2
63414,06,6,1,1,0,0
63415,08,5,3,0,0,3
63416,12,7,4,4,4,0
63417,07,6,2,2,1,0
63418,04,4,3,3,3,0
63419,11,7,2,2,2,0
63420,02,7,5,5,2,0
63421,07,3,2,0,0,2
63422,02,7,3,3,3,0
63423,01,2,3,3,2,0
63424,05,4,2,2,2,0
63425,02,7,4,4,3,0
63426,11,9,5,5,5,0
63427,09,2,1,1,1,0
63428,04,2,1,1,0,0
63429,09,2,1,1,0,0
63430,07,4,4,4,3,0
63431,05,4,4,4,4,0
63432,02,7,3,3,2,0
63433,07,3,3,1,0,2
63434,09,9,2,2,2,0
63435,06,2,2,2,0,0
63436,08,4,4,4,3,0
63437,04,2,2,2,0,0
63438,11,9,3,3,3,0
63439,10,8,3,2,2,1
63440,07,2,1,1,0,0
63441,08,4,3,3,3,0
63442,12,9,2,2,2,0
63443,09,6,1,0,0,1
63444,07,1,3,0,0,3
63445,11,6,3,2,2,1
63446,10,9,4,4,4,0
63447,01,2,1,1,1,0
63448,02,9,3,3,3,0
63449,12,7,5,5,4,0
63450,09,4,1,1,1,0
63451,05,6,1,1,0,0
63452,08,2,1,0,0,1
63453,06,7,1,1,1,0
63454,12,8,3,0,0,3
63455,12,6,1,0,0,1
63456,04,8,3,3,3,0
63457,07,9,2,1,1,1
63458,08,6,2,2,0,0
63459,11,2,2,2,0,0
63460,11,3,2,0,0,2
63461,10,4,3,3,3,0
63462,07,5,2,2,2,0
63463,09,2,1,1,0,0
63464,04,5,1,1,1,0
63465,02,2,2,2,1,0
63466,07,6,1,1,0,0
63467,05,8,1,1,1,0
63468,09,9,4,4,3,0
63469,08,3,2,0,0,2
63470,04,8,1,0,0,1
63471,07,8,2,0,0,2
63472,02,2,2,2,0,0
63473,01,6,2,2,2,0
63474,02,2,4,4,3,0
63475,01,4,3,3,2,0
63476,09,4,3,3,3,0
63477,12,4,3,3,3,0
63478,06,8,2,1,1,1
63479,11,2,2,2,1,0
63480,09,2,4,2,2,2
63481,09,6,2,2,1,0
63482,08,7,1,1,1,0
63483,04,7,4,3,2,1
63484,11,4,1,1,0,0
63485,09,6,2,2,1,0
63486,09,6,1,1,0,0
63487,07,7,3,3,3,0
63488,07,4,5,5,5,0
63489,04,4,3,3,2,0
63490,02,5,1,1,1,0
63491,06,8,2,0,0,2
63492,12,6,3,3,1,0
63493,10,7,5,5,5,0
63494,01,3,5,5,5,0
63495,07,4,3,3,3,0
63496,06,2,1,1,1,0
63497,10,7,2,2,2,0
63498,03,6,1,1,0,0
63499,05,9,3,1,0,2
63500,09,3,3,0,0,3
63501,10,9,4,3,3,1
63502,11,5,5,1,1,4
63503,03,3,3,0,0,3
63504,08,8,4,4,2,0
63505,11,4,4,4,4,0
63506,08,1,1,1,1,0
63507,11,4,4,4,4,0
63508,02,9,4,2,2,2
63509,09,2,2,1,0,1
63510,09,6,2,2,0,0
63511,05,2,2,1,0,1
63512,01,1,2,1,0,1
63513,08,8,5,5,4,0
63514,07,5,3,0,0,3
63515,11,4,5,5,5,0
63516,10,6,1,1,0,0
63517,03,6,2,2,0,0
63518,05,7,4,4,3,0
63519,09,3,5,3,0,2
63520,12,2,1,1,0,0
63521,04,4,2,2,0,0
63522,07,7,2,2,0,0
63523,03,4,4,4,4,0
63524,02,7,3,3,3,0
63525,05,2,1,0,0,1
63526,10,1,3,1,0,2
63527,09,6,2,2,0,0
63528,10,2,2,2,0,0
63529,06,2,2,2,0,0
63530,02,9,5,5,5,0
63531,04,1,3,1,0,2
63532,05,6,2,2,0,0
63533,01,7,3,0,0,3
63534,04,9,3,1,0,2
63535,12,4,3,3,3,0
63536,06,4,4,4,4,0
63537,05,2,2,2,0,0
63538,07,2,1,1,0,0
63539,07,4,2,2,2,0
63540,12,1,1,0,0,1
63541,06,9,3,3,3,0
63542,12,6,5,5,0,0
63543,06,4,4,4,4,0
63544,04,4,2,2,1,0
63545,02,1,2,2,1,0
63546,12,8,1,0,0,1
63547,03,7,5,5,1,0
63548,03,8,4,1,0,3
63549,04,6,4,4,0,0
63550,01,9,1,1,1,0
63551,01,9,5,5,5,0
63552,01,9,1,1,1,0
63553,10,7,2,2,2,0
63554,04,1,2,1,0,1
63555,05,8,2,0,0,2
63556,02,5,1,1,0,0
63557,07,4,4,4,4,0
63558,11,9,2,1,0,1
63559,09,9,1,1,0,0
63560,11,4,4,4,4,0
63561,01,7,3,3,3,0
63562,03,6,3,3,0,0
63563,05,6,1,1,0,0
63564,12,4,1,1,0,0
63565,01,7,4,4,4,0
63566,12,7,3,3,3,0
63567,09,5,3,0,0,3
63568,09,5,2,0,0,2
63569,04,3,2,1,1,1
63570,08,3,5,5,5,0
63571,11,2,5,5,0,0
63572,04,6,3,3,0,0
63573,06,2,1,1,0,0
63574,07,1,1,0,0,1
63575,03,2,2,2,0,0
63576,11,4,2,2,0,0
63577,05,7,5,1,1,4
63578,07,9,4,2,2,2
63579,03,7,5,5,4,0
63580,11,7,3,2,2,1
63581,02,2,2,2,1,0
63582,08,4,4,3,2,1
63583,06,1,2,0,0,2
63584,09,5,3,1,1,2
63585,01,9,2,2,2,0
63586,04,3,3,3,2,0
63587,01,2,1,1,0,0
63588,06,2,4,4,0,0
63589,04,5,2,1,0,1
63590,04,2,4,4,0,0
63591,12,3,4,0,0,4
63592,07,9,4,4,4,0
63593,08,4,5,5,5,0
63594,04,6,1,0,0,1
63595,04,4,5,4,3,1
63596,01,8,1,0,0,1
63597,09,2,5,5,2,0
63598,01,9,4,3,3,1
63599,06,4,4,4,4,0
63600,11,7,4,3,3,1
63601,11,8,2,0,0,2
63602,07,7,2,0,0,2
63603,12,2,1,1,1,0
63604,07,8,1,0,0,1
63605,12,2,2,2,0,0
63606,10,5,2,0,0,2
63607,05,2,1,0,0,1
63608,08,5,1,1,0,0
63609,03,6,2,2,1,0
63610,07,9,4,4,3,0
63611,07,2,4,1,0,3
63612,07,4,4,4,3,0
63613,07,4,4,4,4,0
63614,01,9,3,2,2,1
63615,04,8,3,0,0,3
63616,10,3,2,0,0,2
63617,06,4,1,1,0,0
63618,09,8,3,1,1,2
63619,01,6,4,4,1,0
63620,11,3,1,0,0,1
63621,09,2,2,2,0,0
63622,01,6,1,1,0,0
63623,05,2,1,1,1,0
63624,02,3,2,1,0,1
63625,06,9,4,4,4,0
63626,03,1,3,1,1,2
63627,02,2,1,1,0,0
63628,07,2,2,1,0,1
63629,01,8,3,0,0,3
63630,02,7,4,4,4,0
63631,02,5,1,1,0,0
63632,02,7,3,2,2,1
63633,08,9,1,1,0,0
63634,05,8,1,1,1,0
63635,11,3,3,0,0,3
63636,11,4,2,2,2,0
63637,08,8,1,1,0,0
63638,04,3,5,1,0,4
63639,01,4,2,1,1,1
63640,10,7,4,4,4,0
63641,08,3,3,1,0,2
63642,06,5,1,0,0,1
63643,07,5,3,0,0,3
63644,03,2,3,3,3,0
63645,08,4,4,4,4,0
63646,05,6,1,1,0,0
63647,11,4,1,1,1,0
63648,11,7,1,1,0,0
63649,10,9,3,1,0,2
63650,02,8,2,0,0,2
63651,11,2,1,0,0,1
63652,11,9,4,4,4,0
63653,04,3,2,1,0,1
63654,08,6,2,2,0,0
63655,01,4,3,3,3,0
63656,10,6,1,1,0,0
63657,06,8,3,0,0,3
63658,06,6,2,2,0,0
63659,03,9,1,1,0,0
63660,02,6,5,5,0,0
63661,07,6,3,1,0,2
63662,04,3,1,0,0,1
63663,05,5,4,4,4,0
63664,02,8,4,4,4,0
63665,07,8,2,0,0,2
63666,07,3,4,4,1,0
63667,05,8,3,3,1,0
63668,06,1,3,1,1,2
63669,08,5,5,5,5,0
63670,02,6,2,2,1,0
63671,07,5,1,0,0,1
63672,08,4,3,3,3,0
63673,01,1,2,2,0,0
63674,02,1,1,1,0,0
63675,11,6,5,5,0,0
63676,12,6,5,5,0,0
63677,08,9,2,2,2,0
63678,03,4,4,3,3,1
63679,07,1,1,0,0,1
63680,04,3,3,1,0,2
63681,07,2,1,1,0,0
63682,10,9,5,4,4,1
63683,06,9,5,5,4,0
63684,11,2,1,1,0,0
63685,01,5,5,0,0,5
63686,12,2,2,2,1,0
63687,07,4,5,5,5,0
63688,12,2,1,1,0,0
63689,06,9,3,3,3,0
63690,06,3,2,1,0,1
63691,01,7,4,4,4,0
63692,11,2,1,1,0,0
63693,04,4,1,1,1,0
63694,07,8,4,4,1,0
63695,04,5,3,3,3,0
63696,02,7,1,0,0,1
63697,08,2,2,2,0,0
63698,10,2,2,1,0,1
63699,07,9,5,4,4,1
63700,07,1,1,0,0,1
63701,10,5,1,0,0,1
63702,09,4,3,0,0,3
63703,05,6,3,3,3,0
63704,04,1,2,1,1,1
63705,03,4,3,3,3,0
63706,10,9,4,3,3,1
63707,03,1,1,0,0,1
63708,12,2,1,1,1,0
63709,10,6,1,1,0,0
63710,06,4,3,3,3,0
63711,04,1,1,0,0,1
63712,07,6,1,1,0,0
63713,01,2,2,2,0,0
63714,08,3,3,3,3,0
63715,06,1,5,5,5,0
63716,04,8,5,5,3,0
63717,10,8,3,1,0,2
63718,01,9,2,2,2,0
63719,04,4,3,3,3,0
63720,06,4,2,2,1,0
63721,08,6,1,1,0,0
63722,02,7,3,3,3,0
63723,10,7,4,2,2,2
63724,03,9,4,4,4,0
63725,04,7,4,3,3,1
63726,12,4,4,4,4,0
63727,06,2,1,1,0,0
63728,02,5,3,0,0,3
63729,01,5,2,0,0,2
63730,02,7,1,1,1,0
63731,02,1,3,1,0,2
63732,08,6,1,1,0,0
63733,02,1,1,0,0,1
63734,09,1,1,0,0,1
63735,12,5,2,0,0,2
63736,10,6,2,2,0,0
63737,03,5,3,0,0,3
63738,02,7,3,3,3,0
63739,09,9,3,3,3,0
63740,12,8,1,1,1,0
63741,07,5,3,1,0,2
63742,07,9,4,4,3,0
63743,10,7,4,4,3,0
63744,03,1,3,1,0,2
63745,04,1,3,1,1,2
63746,06,9,5,5,2,0
63747,03,8,1,0,0,1
63748,04,3,3,1,0,2
63749,01,1,2,0,0,2
63750,11,2,2,2,0,0
63751,04,7,2,2,2,0
63752,03,1,3,1,1,2
63753,08,6,1,0,0,1
63754,11,3,4,1,0,3
63755,12,8,1,0,0,1
63756,08,2,1,1,0,0
63757,07,7,5,4,4,1
63758,12,2,2,2,2,0
63759,04,8,1,0,0,1
63760,11,6,1,1,1,0
63761,06,7,5,5,5,0
63762,12,5,5,1,1,4
63763,03,3,5,5,0,0
63764,08,4,4,4,4,0
63765,01,3,3,0,0,3
63766,05,9,3,3,3,0
63767,06,1,2,1,0,1
63768,01,3,2,2,2,0
63769,05,6,2,2,0,0
63770,12,6,1,1,0,0
63771,10,8,5,4,4,1
63772,01,3,3,0,0,3
63773,09,6,1,1,0,0
63774,02,6,2,2,0,0
63775,05,9,4,4,4,0
63776,09,2,1,0,0,1
63777,12,2,1,1,0,0
63778,05,4,4,4,4,0
63779,06,5,2,0,0,2
